filepath,duration,analyse_harmonics,get_number_sylls,get_number_words,pauses,get_max_intensity,analyse_intensity,analyse_pitch,analyse_pitch_range,analyse_shimmer,analyse_jitter,spectral_slope,mean_spectral_rolloff,get_energy
i3jp22c6gua71_processed_39,10.0,10.961096802338458,0.2,0.1,0.2,105.67389721986726,70.5631784523733,247.250321987352,521.717841819718,0.1424272671100851,0.0241059868478163,-0.0261513880713239,1483.919636587079,0.0453221145183391
i3jp22c6gua71_processed_4,10.0,8.457071315833806,0.6,0.7,0.1,102.88964127175916,70.92959361701135,243.21144197238493,485.4967818076443,0.1494731397832956,0.0283730394842779,-0.0289620145437668,1185.7510875078028,0.0493684901324789
i3jp22c6gua71_processed_40,10.0,8.632202635926868,2.3,1.7,0.2,103.03391947439272,69.45780354187004,212.15154394143667,450.3374120031901,0.1327464193407518,0.0307323133076977,-0.0236013530702152,1443.3807106351435,0.0352745294292108
i3jp22c6gua71_processed_41,10.0,8.864019150533379,0.2,0.2,0.2,105.87193457590352,70.50763303724065,172.0403317523598,273.5873343859812,0.1514915105625309,0.0367730753297964,-0.0296321394939087,993.3786380305868,0.0447209959037524
i3jp22c6gua71_processed_42,10.0,9.91614954929278,,,0.4,103.24274798805816,71.09032067264367,175.4046326195404,496.22211760202026,0.1491955283286875,0.0263269222946391,-0.0360254433834757,969.0852742665418,0.0516784847347929
i3jp22c6gua71_processed_43,10.0,6.019684391516408,,,0.2,105.92636331018583,71.76334546542688,280.01278087152525,522.1220600579688,0.1667395050497707,0.0424916829885078,-0.0169087120210794,2060.2122103230336,0.059721255676166
i3jp22c6gua71_processed_44,10.0,6.888974356586592,,,0.1,107.58079610118617,71.60479980155137,245.19596044073376,502.8778206757625,0.170983592093836,0.0398988754850688,-0.0255621919182812,1000.2017741495006,0.0577398382964262
i3jp22c6gua71_processed_45,10.0,11.105883752847754,1.2,0.9,0.3,107.88594381619905,72.34216238323074,206.74393783145143,510.4807845873164,0.0836627189634632,0.018975044293394,-0.0303535505238812,1570.14608204588,0.0693355005448781
i3jp22c6gua71_processed_46,10.0,11.4416921454785,3.7,3.0,0.2,106.66825077241498,73.2083112603326,246.62917001015865,455.81541522552055,0.1160353815617678,0.021041639616955,-0.0492759410591476,1837.3480902777776,0.0844379290852181
i3jp22c6gua71_processed_47,10.0,11.758042042832624,1.8,1.4,0.1,108.1863370833196,72.14698059277038,281.0639019351796,499.745487703897,0.1325565850380139,0.0229399668383512,-0.0418275034116243,1738.84999707397,0.0652449905618268
i3jp22c6gua71_processed_5,10.0,5.93472584297788,,,0.3,100.10511544806504,65.7469278798814,127.45710625982974,382.0753679552875,0.1839285474291052,0.0457865915371547,-0.0103515541318122,807.7043588093009,0.0149441342089169
i3jp22c6gua71_processed_50,10.0,10.412000885614937,1.7,1.1,0.1,105.84397082588082,74.05137249829176,267.57890215066215,321.15093687828534,0.1362226230646755,0.0254129105513966,-0.0612053854535117,1472.0728727762173,0.101675774278027
