filepath,duration,analyse_harmonics,get_number_sylls,get_number_words,pauses,get_max_intensity,analyse_intensity,analyse_pitch,analyse_pitch_range,analyse_shimmer,analyse_jitter,spectral_slope,mean_spectral_rolloff,get_energy
0f520cf07s571_processed_1,6.323038548752835,0.2651774980274067,NA,NA,0.15815277558121144,93.55594074837016,62.10293708036651,125.45963790310587,227.20150253757902,0.17036141631861387,0.057299036235415574,-0.005142669092669315,770.4558062130177,0.004085445039202265
0f8jowocy1j51_processed_0,10.0,7.973086200452826,0.2,0.1,0.1,111.05000853954917,79.13657607917166,406.1911651034764,509.5653101025529,0.10855520464333172,0.017155411897905395,-0.11653094663185921,1551.5511616338952,0.32634109849922727
0f8jowocy1j51_processed_1,10.0,8.117917813336812,NA,NA,0.8,110.83488543585915,78.3573943304774,413.4895336122762,521.9088262474086,0.12677298658614,0.02296151609672932,-0.05881808112229564,2000.9533980961298,0.27263924072610096
0f8jowocy1j51_processed_2,10.0,8.31586254916335,0.8,0.7,0.1,110.63082879611204,78.0000196376895,382.13985602458774,512.6961518058355,0.13446435578911264,0.017407965401859682,-0.07275857650091165,1347.8318117977528,0.25101537540166946
0f8jowocy1j51_processed_3,10.0,4.020777005812142,0.1,0.1,0.1,112.21265262350813,77.61951060628688,339.14860094429986,496.7876266376544,0.1178250186421034,0.018173105675640566,-0.12064621535966014,804.5552190621098,0.2301730659277382
0f8jowocy1j51_processed_4,10.0,2.485957863237866,NA,NA,0.2,109.93082082293951,77.07503948695665,378.3839440441576,501.5810529284432,0.1645270845249503,0.02588151291654746,-0.12898599162445712,803.9803760923845,0.2030139154895296
0fi5aogp5bg51_processed_0,10.0,0.5391658380194572,NA,NA,0.1,103.71471098995926,74.13685771525651,356.68274252222056,500.2474670227534,0.2254509422182774,0.03940230838525563,-0.05782482101233767,963.9616738842072,0.10351738685415572
0fi5aogp5bg51_processed_1,10.0,0.17955570449517705,NA,NA,0.1,101.71649731926101,72.30726396484096,335.40705112462604,345.0664479082896,0.23224386973109443,0.039488307636245036,-0.04231719643942418,934.2697848392634,0.06823865743964173
0fi5aogp5bg51_processed_2,10.0,-1.4374400441386022,NA,NA,0.2,104.49168207275363,72.15322571937753,419.53679989499045,412.7470051359134,0.2124427807923895,0.05465144644258261,-0.04069760999274233,1121.6435997971287,0.06571742152059354
0fkhnhiw6ii61_processed_0,10.0,5.555420944807148,2.4,1.7,3.5,88.15457526991104,54.63905867940782,179.19613474889394,496.17194440533126,0.11659916313414835,0.021353700113737686,-0.0004903603319147082,2268.4303312265915,0.0011691975912447863
0fkhnhiw6ii61_processed_1,10.0,7.5225986694679,3.4,2.4,2.2,93.98013282961101,58.48749086042048,169.86978597348386,522.5496962927584,0.1299808469576051,0.028875742134172,-0.0011582327699190451,1922.4248497971287,0.00283108004614769
0fkhnhiw6ii61_processed_2,10.0,9.699269378106283,2.5,1.5,2.0,90.95491169294152,59.0352826992413,195.1885375100968,251.5978950953894,0.10013765286177559,0.017913569706729093,-0.001595612217975811,2063.7112544865795,0.0031941974078702816
0fkhnhiw6ii61_processed_3,10.0,10.225725748869111,3.2,2.8,2.6,92.88991284126843,60.422644853334006,213.8295766810241,242.60963318143047,0.10522491558551032,0.01650120991371774,-0.0023819515341941496,2212.7705358536205,0.004440911171259359
0h3jkge4hj761_processed_1,10.0,2.2284698457841223,NA,NA,0.1,103.12743944963194,70.62041982493145,88.51449386512948,499.0419662298734,0.20391619227362123,0.053756248211895986,-0.03682113275685362,764.5911360799001,0.04586110625117241
0h3jkge4hj761_processed_10,10.0,5.6210789066945335,0.4,0.2,0.1,108.12509291116984,72.57467265349455,97.73020169934094,248.1925314514101,0.20257817477652504,0.04761347938181765,-0.06096342854917083,784.010831187578,0.07293561309163245
0h3jkge4hj761_processed_11,10.0,3.4708031776699677,NA,NA,0.1,101.90931417089399,68.3389533809086,97.67010804122505,189.8221784631558,0.18941777885454972,0.046529206019955374,-0.02127573409583751,1150.6856663545568,0.027998471323570508
0h3jkge4hj761_processed_12,10.0,5.366051046729779,NA,NA,0.1,106.15981859706353,72.2408812908423,160.68702201687162,518.9141146156519,0.19207982932927703,0.036983057811322946,-0.0471358469228665,1045.4644097222222,0.06665972573430433
0h3jkge4hj761_processed_13,10.0,6.819956038156416,NA,NA,0.2,104.61896048803717,70.36626372742022,163.50463310001828,523.1191052855384,0.18434887728122942,0.027399724317601588,-0.02936146615674595,1099.3746830134207,0.04372996929723497
